"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ITGB1",1.48535498390326e-211,0.356376114900139,0.537,0.359,3.15697348278798e-207,"1","ITGB1"
"DBI",3.34136011428664e-208,0.313750119799243,0.632,0.495,7.10172678690483e-204,"1","DBI"
"MBP",6.80009214171696e-206,0.382460987547029,0.57,0.435,1.44529158380052e-201,"1","MBP"
"WIPF1",6.28975588430775e-202,0.330499307460374,0.509,0.361,1.33682471565077e-197,"1","WIPF1"
"C5orf56",1.5147162998774e-201,0.273767981025829,0.316,0.17,3.21937802375943e-197,"1","C5orf56"
"SLC9A3R1",1.20069798146578e-197,0.295270239202184,0.357,0.209,2.55196348980737e-193,"1","SLC9A3R1"
"YWHAQ",1.59435369735794e-197,0.342464148397936,0.512,0.369,3.38863934836456e-193,"1","YWHAQ"
"CEMIP2",3.78963501519186e-196,0.362699924011801,0.378,0.231,8.05449026128878e-192,"1","CEMIP2"
"RAB5IF",2.88794258884448e-195,0.323357030672609,0.42,0.269,6.13803317833005e-191,"1","RAB5IF"
"DOK2",8.68475725579001e-195,0.280781694161159,0.365,0.212,1.84585830714561e-190,"1","DOK2"
"PSMB9",4.5856966710626e-194,0.361501814860357,0.583,0.46,9.74643970467644e-190,"1","PSMB9"
"CRIP1",5.69724752657862e-194,0.265703865037689,0.883,0.75,1.21089298929902e-189,"1","CRIP1"
"GSTP1",1.39663022580135e-191,0.301584735725812,0.643,0.516,2.96839788191819e-187,"1","GSTP1"
"HSP90B1",2.8715496712473e-189,0.350640387839239,0.676,0.562,6.10319167126901e-185,"1","HSP90B1"
"IKZF3",6.80595323740963e-186,0.304349426943204,0.353,0.209,1.44653730107904e-181,"1","IKZF3"
"CLEC2B",4.25923901680318e-181,0.351406520931324,0.647,0.532,9.05258660631348e-177,"1","CLEC2B"
"RAB8B",4.72762458067395e-180,0.275528532986658,0.333,0.194,1.00480932837644e-175,"1","RAB8B"
"RORA",6.17716278629793e-173,0.335773723863499,0.497,0.356,1.31289417859976e-168,"1","RORA"
"TUBA4A",7.72718764718348e-172,0.477690153407536,0.515,0.396,1.64233646253238e-167,"1","TUBA4A"
"GABARAPL1",9.33989834844406e-172,0.285244755111858,0.365,0.225,1.9851019949783e-167,"1","GABARAPL1"
"FAM49B",1.03225946232885e-171,0.305733074273148,0.477,0.341,2.19396426123373e-167,"1","FAM49B"
"IQGAP2",1.4011484469176e-170,0.290082696423113,0.406,0.264,2.97800090907866e-166,"1","IQGAP2"
"PRDM1",2.01000341577332e-170,0.254361788110006,0.296,0.161,4.27206125988462e-166,"1","PRDM1"
"SERTAD1",3.62273867767636e-167,0.376193907231819,0.473,0.341,7.69976878553333e-163,"1","SERTAD1"
"ELOB",3.13019360316376e-165,0.265532878442056,0.839,0.775,6.65291348416426e-161,"1","ELOB"
"REL",3.34786421348188e-164,0.294519336479623,0.391,0.253,7.1155505993344e-160,"1","REL"
"CALR",1.23420409627408e-163,0.36298311142343,0.631,0.53,2.62317738622092e-159,"1","CALR"
"PTP4A2",8.34496139278681e-162,0.306116757872286,0.741,0.655,1.77363809442291e-157,"1","PTP4A2"
"GNPTAB",5.16433502945415e-161,0.269607665870652,0.286,0.16,1.09762776716019e-156,"1","GNPTAB"
"BZW1",3.50181364507165e-158,0.335578101645374,0.599,0.499,7.44275472123528e-154,"1","BZW1"
"AKAP13",4.41261942657107e-153,0.334594563007174,0.575,0.461,9.37858132923416e-149,"1","AKAP13"
"IQGAP1",9.05495085605232e-153,0.329223635346476,0.58,0.471,1.92453925494536e-148,"1","IQGAP1"
"TENT5C",2.37988134482081e-149,0.2515626669608,0.393,0.255,5.05819981028214e-145,"1","TENT5C"
"ZBTB1",5.16572343366199e-148,0.320255800746316,0.465,0.339,1.09792285859052e-143,"1","ZBTB1"
"LSP1",6.27002270268893e-148,0.305066908513517,0.607,0.509,1.3326306252295e-143,"1","LSP1"
"RAC2",9.37325251286921e-146,0.310073724183111,0.764,0.696,1.99219108908522e-141,"1","RAC2"
"IER5",1.07034330445243e-143,0.345181020151298,0.553,0.437,2.27490765928319e-139,"1","IER5"
"RNF166",4.41245970655946e-143,0.266717419128021,0.405,0.277,9.37824186032148e-139,"1","RNF166"
"FKBP11",8.27469422482521e-143,0.26079074200829,0.381,0.254,1.75870351054435e-138,"1","FKBP11"
"PARP8",1.38542986843455e-142,0.267828256785118,0.377,0.25,2.9445926423708e-138,"1","PARP8"
"GADD45B",2.31485826526977e-137,0.354520240628868,0.813,0.736,4.91999975700438e-133,"1","GADD45B"
"MACF1",3.16533107370369e-131,0.306972899001511,0.435,0.314,6.72759466404982e-127,"1","MACF1"
"NDUFB7",7.02187419380571e-126,0.27638345095504,0.496,0.386,1.49242914115146e-121,"1","NDUFB7"
"SUN2",2.45786418019168e-125,0.279912411165775,0.468,0.355,5.2239445285794e-121,"1","SUN2"
"OSTF1",2.88583501607879e-125,0.251717961558428,0.398,0.281,6.13355374317386e-121,"1","OSTF1"
"ITGA4",8.19216087750436e-122,0.256463970421979,0.491,0.367,1.74116187290478e-117,"1","ITGA4"
"SELENOK",6.15244777103262e-119,0.260581603617144,0.677,0.588,1.30764124925527e-114,"1","SELENOK"
"JUN",1.55026832815358e-117,0.449901593586479,0.978,0.951,3.29494030465763e-113,"1","JUN"
"POMP",6.19763123668233e-117,0.268731409692399,0.518,0.413,1.31724454304446e-112,"1","POMP"
"RHOA",9.26349930553595e-117,0.259080029546796,0.726,0.661,1.96886414239861e-112,"1","RHOA"
"SRSF2",1.40623757543485e-116,0.289788026551837,0.706,0.644,2.98881734282924e-112,"1","SRSF2"
"CD52",2.26482222148871e-116,0.33177825560862,0.94,0.94,4.8136531495521e-112,"1","CD52"
"TUBB4B",5.98082153927168e-116,0.32687643143566,0.651,0.57,1.2711638099568e-111,"1","TUBB4B"
"BTG2",6.48288864514667e-111,0.309565234893922,0.802,0.737,1.37787315263947e-106,"1","BTG2"
"MAP1LC3B",3.87655094776024e-108,0.272293805029299,0.541,0.448,8.23922138436962e-104,"1","MAP1LC3B"
"NFKBIA",2.03319128297374e-105,0.350185600119145,0.959,0.911,4.32134475283239e-101,"1","NFKBIA"
"IFITM1",1.17750430691459e-103,0.315481439568652,0.718,0.651,2.50266765391627e-99,"1","IFITM1"
"CCL3",1.45825430704859e-94,0.45576069709609,0.321,0.22,3.09937370420107e-90,"1","CCL3"
"BIN2",7.57861703270618e-91,0.258854396285454,0.56,0.484,1.61075926413137e-86,"1","BIN2"
"CD53",5.0132064411875e-88,0.255955549750936,0.582,0.513,1.06550689700999e-83,"1","CD53"
"MYH9",6.1717136862247e-88,0.253430133736076,0.477,0.387,1.3117360268702e-83,"1","MYH9"
"CXCR4",6.09620273220447e-87,0.328761282638875,0.915,0.903,1.29568692870274e-82,"1","CXCR4"
"NR4A2",2.03891334910063e-81,0.275400414516374,0.507,0.42,4.33350643217848e-77,"1","NR4A2"
"TCF25",2.09015896079397e-80,0.258359200674656,0.546,0.478,4.44242385527151e-76,"1","TCF25"
"CREM",2.32195855195266e-80,0.258559622730184,0.38,0.286,4.93509070632018e-76,"1","CREM"
"MT2A",1.25219959845133e-71,0.333564072506418,0.457,0.378,2.66142502654845e-67,"1","MT2A"
"PLAC8",3.41523440464195e-38,0.252778628681849,0.564,0.542,7.25873920362601e-34,"1","PLAC8"
"CD7",7.88931641193049e-38,0.271310632990499,0.57,0.547,1.67679531019171e-33,"1","CD7"
"LYZ",0,2.26601895305824,0.616,0.378,0,"2","LYZ"
"SOX4",0,1.82718163516521,0.562,0.071,0,"2","SOX4"
"HLA-DRA",0,1.8184573565036,0.707,0.313,0,"2","HLA-DRA"
"CST3",0,1.73037530882959,0.611,0.168,0,"2","CST3"
"CD74",0,1.59782707969789,0.888,0.623,0,"2","CD74"
"NEAT1",0,1.52569225662,0.967,0.774,0,"2","NEAT1"
"CFD",0,1.39459226055661,0.414,0.079,0,"2","CFD"
"ANKRD28",0,1.28898632726212,0.546,0.162,0,"2","ANKRD28"
"AIF1",0,1.27753383331732,0.685,0.281,0,"2","AIF1"
"AC020916.1",0,1.17084294498899,0.728,0.457,0,"2","AC020916.1"
"SPINK2",0,1.12926413934763,0.302,0.043,0,"2","SPINK2"
"HLA-DRB11",0,0.998616025011836,0.572,0.292,0,"2","HLA-DRB1"
"SAT1",0,0.960796295990167,0.885,0.691,0,"2","SAT1"
"VIM",0,0.93908384913673,0.98,0.964,0,"2","VIM"
"LST1",0,0.934696993369122,0.492,0.178,0,"2","LST1"
"H2AFY",0,0.871165993801673,0.565,0.301,0,"2","H2AFY"
"YBX3",0,0.851713493362956,0.514,0.19,0,"2","YBX3"
"FTL",0,0.826388111451246,0.998,0.997,0,"2","FTL"
"GAPDH1",0,0.823909478249399,0.981,0.915,0,"2","GAPDH"
"CEBPD",0,0.798292998421413,0.402,0.133,0,"2","CEBPD"
"CDK6",0,0.789823433940583,0.408,0.141,0,"2","CDK6"
"PRSS57",0,0.779754022427135,0.297,0.031,0,"2","PRSS57"
"TYROBP1",0,0.767182090632862,0.68,0.287,0,"2","TYROBP"
"IFI30",0,0.760231077153207,0.311,0.073,0,"2","IFI30"
"MGST1",0,0.724702477105,0.276,0.018,0,"2","MGST1"
"GIHCG",0,0.721188727799375,0.349,0.087,0,"2","GIHCG"
"GLUL",0,0.704650280805535,0.429,0.146,0,"2","GLUL"
"FAM30A",0,0.647244774138516,0.271,0.02,0,"2","FAM30A"
"MIR181A1HG",0,0.646743379085952,0.31,0.035,0,"2","MIR181A1HG"
"CCDC88A",0,0.58980000865819,0.337,0.058,0,"2","CCDC88A"
"SPI1",0,0.581736381495174,0.348,0.044,0,"2","SPI1"
"CSF3R",0,0.565446634618462,0.339,0.066,0,"2","CSF3R"
"TSC22D1",0,0.559787853415206,0.273,0.07,0,"2","TSC22D1"
"SMIM24",0,0.527482762991201,0.263,0.013,0,"2","SMIM24"
"MEF2C",0,0.51490241772646,0.274,0.018,0,"2","MEF2C"
"BCL11A",0,0.51046611446154,0.263,0.014,0,"2","BCL11A"
"HLA-DMA",0,0.494519095519071,0.333,0.098,0,"2","HLA-DMA"
"RNF130",0,0.488742732876032,0.337,0.089,0,"2","RNF130"
"DDAH2",0,0.462973414455482,0.298,0.069,0,"2","DDAH2"
"ETV6",0,0.454994816166192,0.316,0.071,0,"2","ETV6"
"GNA15",0,0.429182248505485,0.262,0.028,0,"2","GNA15"
"LYL1",0,0.428637308656766,0.259,0.032,0,"2","LYL1"
"CD302",0,0.426758717456594,0.254,0.023,0,"2","CD302"
"MBOAT7",0,0.381194211708725,0.265,0.058,0,"2","MBOAT7"
"LAT2",0,0.345368057991961,0.25,0.058,0,"2","LAT2"
"S100A8",1.54956783273118e-306,2.05957039231919,0.512,0.285,3.29345147168685e-302,"2","S100A8"
"CAT",2.00948322724804e-305,0.498063460816832,0.315,0.094,4.27095565119299e-301,"2","CAT"
"CAPG",1.05673667667345e-299,0.405432132366905,0.272,0.071,2.24598813260175e-295,"2","CAPG"
"H3F3A",4.58026501492028e-286,0.579713065358753,0.994,0.973,9.73489526271157e-282,"2","H3F3A"
"IGFBP7",4.27093080974749e-284,0.482547442659169,0.301,0.087,9.07743634303732e-280,"2","IGFBP7"
"GRN",1.60386689925452e-281,0.432820939898694,0.271,0.075,3.40885870767555e-277,"2","GRN"
"HLA-DQB1",1.8262374030875e-280,0.570341482273299,0.292,0.088,3.88148497652218e-276,"2","HLA-DQB1"
"ATF3",1.4874292330206e-273,0.731187179465399,0.363,0.133,3.16138209186199e-269,"2","ATF3"
"TKT",3.92160443673774e-265,0.701154029859276,0.565,0.328,8.3349780698424e-261,"2","TKT"
"ITM2C",8.56581158894749e-262,0.41070386189005,0.258,0.072,1.8205775951149e-257,"2","ITM2C"
"LYN",3.60386004910855e-261,0.376580428010855,0.288,0.087,7.65964414837531e-257,"2","LYN"
"HSH2D",1.69304848850432e-260,0.493730950554884,0.346,0.123,3.59840525746708e-256,"2","HSH2D"
"HNRNPH1",1.22127832602508e-257,0.637767420892572,0.771,0.557,2.59570495413371e-253,"2","HNRNPH1"
"TALDO1",2.81986012489923e-256,0.651171071778734,0.499,0.263,5.99333070946083e-252,"2","TALDO1"
"KDM5B",1.56490133014466e-252,0.497168915737286,0.331,0.116,3.32604128708945e-248,"2","KDM5B"
"MT-ND1",3.13664425916297e-251,0.788486764904095,0.994,0.986,6.66662370842498e-247,"2","MT-ND1"
"MT-ND2",2.36672922529651e-249,0.925246845267846,0.993,0.99,5.03024629544521e-245,"2","MT-ND2"
"TPM4",4.04957824642849e-246,0.805060596283012,0.49,0.257,8.60697360495912e-242,"2","TPM4"
"MPO",6.51272126378617e-245,1.23556590194248,0.295,0.102,1.38421377740511e-240,"2","MPO"
"CXCL8",3.41123812099799e-244,1.3949558982578,0.576,0.386,7.25024550236913e-240,"2","CXCL8"
"MT-ND4",7.95697020723107e-241,0.986948662784551,0.996,0.993,1.69117444784489e-236,"2","MT-ND4"
"S100A9",8.07626481750354e-241,2.15499114584678,0.54,0.369,1.7165293243122e-236,"2","S100A9"
"ARMH1",3.3569956971717e-237,0.535250074061062,0.362,0.144,7.13495865476874e-233,"2","ARMH1"
"RILPL2",3.78392632742908e-232,0.547614622872739,0.413,0.185,8.04235701631777e-228,"2","RILPL2"
"LGALS11",4.27643476924893e-231,0.800258849296976,0.714,0.441,9.08913445856168e-227,"2","LGALS1"
"MT-ND4L",2.33651180499585e-223,0.766532251580497,0.833,0.678,4.96602219033819e-219,"2","MT-ND4L"
"CXCL2",1.44693522441537e-214,0.580232241337788,0.254,0.083,3.07531612597243e-210,"2","CXCL2"
"DUSP6",3.8878325271288e-212,0.483229333525916,0.27,0.092,8.26319925315956e-208,"2","DUSP6"
"APLP2",6.96075996762786e-211,0.507184661705988,0.362,0.154,1.47943992351963e-206,"2","APLP2"
"SNHG291",1.63292124521798e-209,0.681651763542898,0.969,0.889,3.47061081458629e-205,"2","SNHG29"
"HLA-DPA11",2.82307357592539e-209,0.866992445692768,0.548,0.345,6.00016057827183e-205,"2","HLA-DPA1"
"CD82",2.98025204640414e-208,0.357880352567042,0.274,0.093,6.33422769942736e-204,"2","CD82"
"MED13L",2.0193533633047e-200,0.545085363850438,0.41,0.198,4.2919336383678e-196,"2","MED13L"
"GSTP11",1.60719158529287e-198,0.76108725498429,0.711,0.551,3.41592499538146e-194,"2","GSTP1"
"MCL1",4.78599294804621e-194,0.687324039526725,0.839,0.68,1.01721494117774e-189,"2","MCL1"
"FTH1",3.08160907513405e-193,0.731279330688817,1,1,6.54965192828992e-189,"2","FTH1"
"ATP2B1-AS1",4.81751292574011e-193,0.661600825131551,0.5,0.286,1.0239141972368e-188,"2","ATP2B1-AS1"
"CTNNB1",2.12439194379702e-191,0.477837353035353,0.388,0.181,4.5151826373462e-187,"2","CTNNB1"
"FCER1G",9.08210519832296e-189,0.506825462781713,0.4,0.181,1.93031063885156e-184,"2","FCER1G"
"IL1B",1.68646079473331e-185,0.873332623805567,0.357,0.174,3.58440377312617e-181,"2","IL1B"
"PYCARD",8.08910435962662e-184,0.486004943950733,0.416,0.211,1.71925824059504e-179,"2","PYCARD"
"TXN",2.48824427244965e-183,0.719261435806045,0.593,0.428,5.28851437666449e-179,"2","TXN"
"WDFY2",5.78043886658691e-183,0.332781839598733,0.251,0.086,1.22857447670438e-178,"2","WDFY2"
"MT-CO11",6.46986897501076e-181,0.772119951186457,0.997,0.996,1.37510595194879e-176,"2","MT-CO1"
"KLF4",1.17843976075132e-179,0.463339506230638,0.265,0.1,2.50465586750085e-175,"2","KLF4"
"ZFAS1",1.22070384068025e-173,0.575151378099525,0.973,0.888,2.5944839429818e-169,"2","ZFAS1"
"SERPINB1",5.37837420134214e-171,0.843573870617267,0.532,0.363,1.14311965275326e-166,"2","SERPINB1"
"EIF4A1",1.63300123914757e-170,0.458506670207694,0.916,0.794,3.47078083368424e-166,"2","EIF4A1"
"FOSB",4.12219452576158e-170,0.587704451953458,0.93,0.808,8.76131224505365e-166,"2","FOSB"
"STMN1",8.95282786496382e-170,0.455287237722958,0.345,0.158,1.90283403441941e-165,"2","STMN1"
"MT-ND31",3.18995141900952e-165,0.685358646290827,0.995,0.994,6.77992274596282e-161,"2","MT-ND3"
"BAZ2B",7.45783297292706e-163,0.314804458151334,0.259,0.096,1.58508782006592e-158,"2","BAZ2B"
"IFITM3",1.89533590387163e-159,0.477436515694469,0.367,0.178,4.02834693008876e-155,"2","IFITM3"
"RAB11FIP1",2.20069509931593e-159,0.461804184514414,0.34,0.158,4.67735736408608e-155,"2","RAB11FIP1"
"PLAUR",2.66415670232327e-156,0.421969663721828,0.266,0.108,5.66239865511789e-152,"2","PLAUR"
"MIS18BP1",9.87899247547493e-156,0.430698375248523,0.386,0.195,2.09968106073744e-151,"2","MIS18BP1"
"CUX1",3.75941442445073e-154,0.306885756163889,0.291,0.121,7.99025941772759e-150,"2","CUX1"
"GNAQ",4.01882513819018e-154,0.316592261905959,0.281,0.115,8.54161094870941e-150,"2","GNAQ"
"ASAH1",8.29725439474791e-154,0.463737403454651,0.387,0.201,1.76349844905972e-149,"2","ASAH1"
"HSBP1",5.19735217961259e-153,0.306854960353059,0.295,0.125,1.10464523225486e-148,"2","HSBP1"
"MT-CO21",2.24656104407752e-152,0.612048817321211,0.997,0.997,4.77484084308236e-148,"2","MT-CO2"
"JARID2",1.70902738482508e-151,0.358232394921401,0.337,0.156,3.63236680370723e-147,"2","JARID2"
"RUNX1",5.31564076293209e-150,0.476343562717101,0.385,0.201,1.12978628775359e-145,"2","RUNX1"
"HLA-DPB11",7.48598680738448e-150,0.729610787049552,0.579,0.406,1.5910716360415e-145,"2","HLA-DPB1"
"TYMP",1.86501492857101e-149,0.428096229138899,0.297,0.133,3.96390272918482e-145,"2","TYMP"
"CLIC11",4.56324443114101e-149,0.485131644372624,0.777,0.606,9.69871971394711e-145,"2","CLIC1"
"COMT",8.18414405152594e-147,0.344541905513842,0.319,0.148,1.73945797671132e-142,"2","COMT"
"HIST1H2AC",7.02652223566498e-141,0.437652951622312,0.292,0.13,1.49341703596824e-136,"2","HIST1H2AC"
"CCL3L1",6.21218754860143e-138,0.884132195072465,0.331,0.172,1.32033834157975e-133,"2","CCL3L1"
"MT-ND51",1.5237594556848e-136,0.767313062064694,0.982,0.934,3.23859834711247e-132,"2","MT-ND5"
"PTTG1IP",1.65719876878018e-134,0.272788839512142,0.252,0.103,3.5222102631654e-130,"2","PTTG1IP"
"MXD1",5.98503084826944e-131,0.338093560418135,0.306,0.144,1.27205845649119e-126,"2","MXD1"
"ZEB21",9.91674680435488e-130,0.434491696155202,0.495,0.29,2.10770536579759e-125,"2","ZEB2"
"DUSP10",3.0495419293548e-124,0.288108899502012,0.272,0.12,6.48149641665068e-120,"2","DUSP10"
"CHD9",7.54263872885153e-124,0.32419366585213,0.33,0.163,1.6031124354301e-119,"2","CHD9"
"CTSS",9.39956131301815e-122,0.682387309319805,0.539,0.402,1.99778276146888e-117,"2","CTSS"
"NPC2",7.54070975247629e-121,0.412184534498611,0.4,0.236,1.60270245079131e-116,"2","NPC2"
"KLF6",1.05958171146954e-118,0.488477274931843,0.968,0.874,2.25203496955736e-114,"2","KLF6"
"CCL31",4.20322474966609e-117,0.626521656620448,0.401,0.244,8.9335338829403e-113,"2","CCL3"
"MT-CO31",7.15371851079348e-117,0.577123724799701,0.996,0.996,1.52045133228405e-112,"2","MT-CO3"
"ENO1",1.91513203757837e-113,0.511835795103804,0.652,0.54,4.07042163266907e-109,"2","ENO1"
"MSI2",5.1140192839048e-113,0.493471981466634,0.333,0.181,1.08693365860113e-108,"2","MSI2"
"PLEK1",3.51541813090232e-112,0.370001224185058,0.469,0.28,7.47166969541978e-108,"2","PLEK"
"HNRNPU",2.93842087945843e-111,0.494435784860753,0.8,0.679,6.24531973720094e-107,"2","HNRNPU"
"MT-ATP61",2.21413264311199e-107,0.637106076215661,0.996,0.995,4.70591751967023e-103,"2","MT-ATP6"
"IER3",4.84920076624027e-107,0.512217975753529,0.305,0.164,1.03064913085671e-102,"2","IER3"
"NFKBIZ",4.98540604563576e-106,0.477658263408123,0.429,0.272,1.05959820093943e-101,"2","NFKBIZ"
"MAP3K81",1.24714548408089e-105,0.46580838050256,0.415,0.248,2.65068301186552e-101,"2","MAP3K8"
"AC103591.3",1.25592114778418e-103,0.54928824631686,0.617,0.478,2.6693348075005e-99,"2","AC103591.3"
"TAGLN2",2.29025258754401e-103,0.447664487631102,0.754,0.623,4.86770284956604e-99,"2","TAGLN2"
"LEPROT",1.0924231693269e-101,0.252934277769604,0.262,0.125,2.32183620408739e-97,"2","LEPROT"
"ARID1B",1.16090085771356e-100,0.456230019914785,0.458,0.308,2.46737868298441e-96,"2","ARID1B"
"VAMP8",6.85632434946379e-100,0.496263612575947,0.586,0.486,1.45724317723503e-95,"2","VAMP8"
"IRF2BP2",1.75703206158745e-99,0.464151138860627,0.586,0.46,3.73439594369797e-95,"2","IRF2BP2"
"SPN",6.89292310138878e-98,0.373540495360333,0.417,0.261,1.46502187596917e-93,"2","SPN"
"FTX",1.00349872674402e-91,0.283683774885381,0.259,0.128,2.13283619382173e-87,"2","FTX"
"OAZ1",4.79508395551434e-91,0.330242200679473,0.947,0.886,1.01914714390502e-86,"2","OAZ1"
"CD44",2.49578824497307e-90,0.436662214427237,0.791,0.68,5.30454833586577e-86,"2","CD44"
"MYADM",2.37554566331026e-89,0.464086319507212,0.51,0.374,5.04898475279963e-85,"2","MYADM"
"CD991",1.34428388379533e-88,0.4403426764977,0.794,0.655,2.85714096661859e-84,"2","CD99"
"BRI3",1.70925955403591e-88,0.40079091111485,0.446,0.313,3.63286025614792e-84,"2","BRI3"
"NCOA4",1.7232051035297e-88,0.26853409226045,0.27,0.141,3.66250012704203e-84,"2","NCOA4"
"TIMP1",4.55362847393062e-88,0.406976556588389,0.425,0.28,9.67828195849214e-84,"2","TIMP1"
"KLF10",1.46259927102665e-85,0.288356256110917,0.288,0.154,3.10860849064005e-81,"2","KLF10"
"VMP1",1.50884990627508e-83,0.426199162553024,0.386,0.247,3.20690959079705e-79,"2","VMP1"
"GABARAP",1.92848360685549e-80,0.407509263628566,0.69,0.608,4.09879905801067e-76,"2","GABARAP"
"TFRC",7.21951685568151e-80,0.351291742685453,0.253,0.133,1.53443611250655e-75,"2","TFRC"
"LRRFIP1",2.0920311629367e-78,0.403517477336019,0.625,0.522,4.44640303370566e-74,"2","LRRFIP1"
"PSAP",9.01447188571451e-77,0.451839769408851,0.449,0.333,1.91593585458976e-72,"2","PSAP"
"LAPTM4A",1.84919787363474e-76,0.320302459851112,0.374,0.246,3.93028516062328e-72,"2","LAPTM4A"
"ACTG1",3.41144480111378e-76,0.305535189028736,0.98,0.958,7.25068478028722e-72,"2","ACTG1"
"H1FX",7.42269007435268e-75,0.372774839631662,0.677,0.541,1.57761854840292e-70,"2","H1FX"
"EGR1",2.23444546803915e-74,0.399373690141535,0.269,0.148,4.74909039777042e-70,"2","EGR1"
"MPG",1.08941047405283e-72,0.279464416907553,0.297,0.176,2.31543302155188e-68,"2","MPG"
"NME2",1.37160878068721e-70,0.378339513124358,0.845,0.764,2.91521730247259e-66,"2","NME2"
"S100A11",5.66655171217803e-70,0.482196587875539,0.512,0.398,1.20436890090632e-65,"2","S100A11"
"PPP1R14B",1.76113527162886e-66,0.403591346665908,0.349,0.229,3.74311690631998e-62,"2","PPP1R14B"
"HMGA1",2.10895847110163e-66,0.267205004929996,0.317,0.196,4.4823803344794e-62,"2","HMGA1"
"PTPRE",2.65699119739018e-64,0.26778697946472,0.312,0.191,5.64716909093309e-60,"2","PTPRE"
"ANXA11",1.93055113791161e-63,0.307017758529042,0.871,0.738,4.10319338851734e-59,"2","ANXA1"
"ATP6V0B",4.35918936321955e-63,0.318554532283278,0.42,0.307,9.26502107258683e-59,"2","ATP6V0B"
"AREG",1.05223651760675e-61,0.681440533232805,0.466,0.355,2.23642349452138e-57,"2","AREG"
"NAMPT",1.41113073075886e-61,0.470806960162363,0.365,0.257,2.99921725515489e-57,"2","NAMPT"
"MT-ATP8",7.97170070983415e-61,0.299997322657852,0.376,0.256,1.69430526886815e-56,"2","MT-ATP8"
"GABPB1-AS1",3.62485645860092e-60,0.26920451649416,0.317,0.198,7.7042699171104e-56,"2","GABPB1-AS1"
"C1orf56",8.73437684358182e-60,0.362134023162258,0.262,0.163,1.85640445433488e-55,"2","C1orf56"
"YWHAE",2.38273099086475e-59,0.278052787172561,0.403,0.287,5.06425644798393e-55,"2","YWHAE"
"CALR1",2.63323644245204e-59,0.310092177642438,0.665,0.56,5.59668073478756e-55,"2","CALR"
"CD631",1.16173407026813e-58,0.323376366325711,0.541,0.425,2.46914959294789e-54,"2","CD63"
"AP1S2",1.40368139172166e-58,0.258625577592056,0.296,0.185,2.98338442996522e-54,"2","AP1S2"
"TUBB",6.09028632586205e-57,0.273422279239914,0.345,0.232,1.29442945569872e-52,"2","TUBB"
"PNN",6.72518483247464e-57,0.380586070891493,0.556,0.47,1.42937078429416e-52,"2","PNN"
"RTN4",9.7240880458643e-57,0.288214113369854,0.459,0.347,2.066757673268e-52,"2","RTN4"
