"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","KLRC1",0.000670211869078239,0,"HLA-E_KLRC1","HLA-E - KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577"
"Natural killer cells","Natural killer cells","HLA-E","KLRC1",0.00565358398626933,0,"HLA-E_KLRC1","HLA-E - KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.0028282294813554,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.000316877607716555,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.00205826410517523,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",0.000722798224298921,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",7.9600232246805e-05,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",0.000524551093619714,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","KLRK1",0.00383092847838374,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","KLRK1",0.00031805338517293,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","Natural killer cells","HLA-E","KLRK1",0.00267246357871125,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","CD94:NKG2A",0.0108968136563698,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","CD94:NKG2A",0.000896873896563286,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","Natural killer cells","HLA-E","CD94:NKG2A",0.00758474185789285,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPA1","CD4",0.0179145502834012,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPA1","CD4",0.0019946964951324,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPA1","CD4",0.00155297880386115,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPA1","CD4",0.000170755477617481,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPB1","CD4",0.015610905844775,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPB1","CD4",0.00164523263807328,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.00135643311640026,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.00014159253741398,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.000483884809314189,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA1","CD4",0.00601661770432527,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA1","CD4",0.000625513653687671,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA1","CD4",0.000527906991351213,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA1","CD4",5.46861048034661e-05,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMA","CD4",0.00846822220724592,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMA","CD4",0.000554601727064661,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DMA","CD4",0.000741158718049225,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DMA","CD4",4.8540047131429e-05,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMB","CD4",0.00240552227415156,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMB","CD4",0.000157542725626097,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DMB","CD4",0.000211845379929381,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DMB","CD4",1.387420059419e-05,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA2","CD4",0.00240552227415156,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA2","CD4",0.000157542725626097,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA2","CD4",0.000211845379929381,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA2","CD4",1.387420059419e-05,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-DQA2","CD4",0.000134707359006748,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-DQA2","CD4",8.8222689633175e-06,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQB1","CD4",0.00697128853102039,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQB1","CD4",0.000687607427600784,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQB1","CD4",0.00061107543822137,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQB1","CD4",6.00567667180886e-05,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRA","CD4",0.0325429613744549,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRA","CD4",0.00231008490266066,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRA","CD4",0.00278005365384487,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRA","CD4",0.000196809849448613,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRB1","CD4",0.0147492860173537,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRB1","CD4",0.0012287515658265,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRB1","CD4",0.00128268464289318,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRB1","CD4",0.000106427184542911,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRB5","CD4",0.00379688657771294,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DRB5","CD4",0.000312863183935692,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRB5","CD4",0.00033390142503758,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DRB5","CD4",2.74858753505806e-05,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","MPZL1","MPZL1",7.04942585009067e-10,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","MPZL1","MPZL1",7.04942585009067e-10,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","MPZL1","MPZL1",6.63343474399886e-11,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","MPZL1","MPZL1",4.49556435854979e-10,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","MPZL1","MPZL1",4.49556435854979e-10,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH1",1.64129596270837e-09,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH1",1.0193056446631e-10,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH1",1.00957721855661e-10,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH1",6.26984883265192e-12,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH2",1.21312421723145e-06,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH2",7.53395255489848e-08,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH2",2.38348480770757e-07,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH2",1.48023325702246e-08,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"Natural killer cells","FCGR3A+ Macrophage cells","JAG1","NOTCH2",9.67709731600272e-08,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH3",5.75580840452973e-09,0,"JAG1_NOTCH3","JAG1 - NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","JAG1","NOTCH3",3.57457042076861e-10,0,"JAG1_NOTCH3","JAG1 - NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH3",3.58589708440992e-10,0,"JAG1_NOTCH3","JAG1 - NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","JAG1","NOTCH3",2.22697503954705e-11,0,"JAG1_NOTCH3","JAG1 - NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","OCLN","OCLN",7.01958227723422e-09,0,"OCLN_OCLN","OCLN - OCLN","OCLN","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","OCLN","OCLN",4.543490789262e-10,0,"OCLN_OCLN","OCLN - OCLN","OCLN","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","OCLN","OCLN",4.543490789262e-10,0,"OCLN_OCLN","OCLN - OCLN","OCLN","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","OCLN","OCLN",2.94081723623357e-11,0,"OCLN_OCLN","OCLN - OCLN","OCLN","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","PECAM1","PECAM1",0.00992484454704065,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","PECAM1","PECAM1",0.00142779587956613,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","PECAM1","PECAM1",0.00142779587956613,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","PECAM1","PECAM1",0.00019689226278427,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SELPLG","SELL",0.00340844647714321,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SELPLG","SELL",0.000779966351809611,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SELPLG","SELP",0.000176698537315413,0,"SELPLG_SELP","SELPLG - SELP","SELPLG","Cell-Cell Contact","PMID: 19118202; PMID: 9829984"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SELPLG","SELP",4.14305978072529e-05,0,"SELPLG_SELP","SELPLG - SELP","SELPLG","Cell-Cell Contact","PMID: 19118202; PMID: 9829984"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","SELPLG","SELP",4.14305978072529e-05,0,"SELPLG_SELP","SELPLG - SELP","SELPLG","Cell-Cell Contact","PMID: 19118202; PMID: 9829984"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","SELPLG","SELP",9.68061197188847e-06,0,"SELPLG_SELP","SELPLG - SELP","SELPLG","Cell-Cell Contact","PMID: 19118202; PMID: 9829984"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","NRP1_PLXNA2",3.05205604688305e-06,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","NRP1_PLXNA2",1.99885585577942e-07,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","NRP1_PLXNA2",1.83081090428596e-07,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","NRP1_PLXNA2",1.19903666270944e-08,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","Natural killer cells","SEMA4A","NRP1_PLXNA2",1.5232926861595e-06,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","Natural killer cells","SEMA4A","NRP1_PLXNA2",9.97636497830849e-08,0,"SEMA4A_NRP1_PLXNA2","SEMA4A - (NRP1+PLXNA2)","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","PLXNB1",3.84407898803496e-05,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","PLXNB1",2.5175683792437e-06,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","PLXNB1",2.51280469967176e-06,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","PLXNB1",1.64568877871639e-07,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","Natural killer cells","SEMA4A","PLXNB1",2.48787724837337e-05,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","Natural killer cells","SEMA4A","PLXNB1",1.62936326528149e-06,0,"SEMA4A_PLXNB1","SEMA4A - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","PLXNB2",0.000457164997586219,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SEMA4A","PLXNB2",2.99406995954689e-05,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","PLXNB2",0.00010695217502632,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4A","PLXNB2",7.0045234443854e-06,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","Natural killer cells","SEMA4A","PLXNB2",2.33646839183768e-08,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","Natural killer cells","SEMA4A","PLXNB2",1.53020241277608e-09,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SEMA4D","PLXNB1",2.01502696929036e-05,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SEMA4D","PLXNB1",1.31957076534332e-06,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Natural killer cells","FCAR+ Macrophage cells","SEMA4D","PLXNB1",1.31503488019182e-05,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","SEMA4D","PLXNB2",0.000239782303943266,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","SEMA4D","PLXNB2",1.57025062545437e-05,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Natural killer cells","FCAR+ Macrophage cells","SEMA4D","PLXNB2",0.000156485337532221,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4D","PLXNB2",5.61891378026186e-05,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","SEMA4D","PLXNB2",3.67963111138745e-06,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Natural killer cells","FCGR3A+ Macrophage cells","SEMA4D","PLXNB2",3.6669856335167e-05,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
